BTM-004;AISIN;60,27;8708999798
BTM-003;AISIN;50,309;8708999798
BTT-001;AISIN;53,792;8708999798
BTT-002;AISIN;55,779;8708999798
WO-012;AISIN;15,656;8413308000
WO-002;AISIN;16,705;8413308000
WO-011;AISIN;17,976;8413308000
WPY-021;AISIN;29,652;8413308000
WY-006;AISIN;25,324;8413308000
WY-001;AISIN;27,488;8413308000
WY-004;AISIN;17,548;8413308000
WPY-034;AISIN;35,808;8413308000
WPH-021;AISIN;29,51;8413308000
WPH-002;AISIN;16,459;8413308000
WPH-001V;AISIN;16,083;8413308000
WPH-055V;AISIN;21,047;8413308000
WPH-902;AISIN;37,001;8413308000
WPH-050V;AISIN;23,924;8413308000
WPH-044;AISIN;22,006;8413308000
WPH-059;AISIN;41,07;8413308000
WPH-914;AISIN;57,231;8413308000
WPZ-014;AISIN;38,336;8413308000
WPZ-012;AISIN;36,897;8413308000
WPZ-001;AISIN;16,317;8413308000
WPZ-003;AISIN;24,52;8413308000
WPZ-002;AISIN;21,695;8413308000
WZ-008;AISIN;36,845;8413308000
WPZ-028V;AISIN;20,088;8413308000
WPZ-909;AISIN;35,135;8413308000
WPZ-917;AISIN;43,818;8413308000
WPZ-027V;AISIN;23,691;8413308000
WPZ-912;AISIN;21,876;8413308000
WPZ-033V;AISIN;18,533;8413308000
WPZ-921;AISIN;41,887;8413308000
WPZ-930;AISIN;31,83;8413308000
WP-4752A;AISIN;23,704;8413308000
WPM-001;AISIN;11,625;8413308000
WPM-002;AISIN;21,825;8413308000
WE-RE01A;AISIN;20,71;8413308000
WPM-004;AISIN;19,388;8413308000
WPM-010;AISIN;32,763;8413308000
WPY-003;AISIN;33,113;8413308000
WPM-035;AISIN;77,021;8413308000
WPM-017;AISIN;33,696;8413308000
WPM-056;AISIN;30,365;8413308000
WPM-012;AISIN;23,6;8413308000
WPM-014;AISIN;26,84;8413308000
WPM-029;AISIN;31,519;8413308000
WPM-046;AISIN;30,21;8413308000
WPM-048V;AISIN;23,639;8413308000
WPM-031;AISIN;37,04;8413308000
WPM-904;AISIN;19,894;8413308000
WPM-038;AISIN;23,911;8413308000
WE-SM01B;AISIN;20,127;8413308000
WPM-066;AISIN;42,314;8413308000
WPM-902;AISIN;66,394;8413308000
WPM-917;AISIN;27,657;8413308000
WPM-069;AISIN;68,157;8413308000
WPM-003;AISIN;21,488;8413308000
WPM-910;AISIN;84,629;8413308000
WPN-091;AISIN;29,562;8413308000
WPN-035;AISIN;16,602;8413308000
WPN-003;AISIN;11,055;8413308000
WPN-024;AISIN;25,272;8413308000
WPN-020V;AISIN;16,135;8413308000
WPN-058;AISIN;17,081;8413308000
WPN-012;AISIN;22,939;8413308000
WPN-004;AISIN;39,735;8413308000
WPN-015;AISIN;19,738;8413308000
WPN-001;AISIN;13,595;8413308000
WPN-014V;AISIN;17,522;8413308000
WPN-009;AISIN;16,265;8413308000
WPN-070V;AISIN;22,693;8413308000
WPN-063;AISIN;15,565;8413308000
WN-076;AISIN;43,818;8413308000
WPN-092;AISIN;33,864;8413308000
WPN-918;AISIN;21,423;8413308000
WE-RE02A;AISIN;20,399;8413308000
WE-RE03A;AISIN;19,57;8413308000
WPN-093;AISIN;56,92;8413308000
WPN-916;AISIN;47,434;8413308000
WPN-100V;AISIN;22,732;8413308000
WPN-905;AISIN;39,671;8413308000
WPT-033;AISIN;29,652;8413308000
WPT-004;AISIN;24,87;8413308000
WPT-022;AISIN;16,952;8413308000
WPT-051;AISIN;23,185;8413308000
WPT-097;AISIN;31,311;8413308000
WPT-013;AISIN;18,105;8413308000
WPT-109;AISIN;53,123;8413308000
WPT-003V;AISIN;16,524;8413308000
WPT-046;AISIN;25,803;8413308000
WPT-145;AISIN;35,575;8413308000
WPT-001B;AISIN;17,224;8413308000
WPT-180;AISIN;38,906;8413308000
WPT-169;AISIN;47,317;8413308000
WPT-045;AISIN;26,788;8413308000
WPT-014V;AISIN;32,918;8413308000
WPT-018;AISIN;17,496;8413308000
WPT-181;AISIN;41,589;8413308000
WPT-078V;AISIN;18,87;8413308000
WPT-006;AISIN;16,705;8413308000
WPT-111V;AISIN;17,185;8413308000
WPD-036;AISIN;34,163;8413308000
WPT-106V;AISIN;19,66;8413308000
WPT-118;AISIN;35,433;8413308000
WPT-019;AISIN;42,962;8413308000
WPT-146;AISIN;58,346;8413308000
WPT-914A;AISIN;35,575;8413308000
WPT-912C;AISIN;28,888;8413308000
WPT-113;AISIN;24,183;8413308000
WPT-166V;AISIN;33,981;8413308000
WPT-140;AISIN;35,666;8413308000
WPT-011;AISIN;30,456;8413308000
WPT-044;AISIN;38,284;8413308000
WPT-048;AISIN;27,384;8413308000
WPF-002;AISIN;20,386;8413308000
WPF-006;AISIN;22,836;8413308000
WPS-004;AISIN;11,858;8413308000
WPS-007;AISIN;15,28;8413308000
WPS-006;AISIN;17,081;8413308000
WPS-902;AISIN;45,36;8413308000
WPS-037V;AISIN;19,596;8413308000
WPS-908;AISIN;47,952;8413308000
WPD-041V;AISIN;17,988;8413308000
WPD-001V;AISIN;18,468;8413308000
